ID, DATE, LATITUDE, LONGITUDE, ADTITUDE [m], TEMPERATURE [*C], HUMIDITY [%], PRESSURE [hPa], MQ7 [ppm], MQ7 DETECT, PM 1.0 [ug/m^3], PM 2.5 [ug/m^3], PM 10 [ug/m^3]
787 ,Wed Dec 16 2020 11:28:14 GMT+0100 (GMT+01:00) ,50.280076 ,18.698086 ,0 ,0 ,1 ,1000.32 ,49 ,1 ,23 ,40 ,52
788 ,Wed Dec 16 2020 11:28:19 GMT+0100 (GMT+01:00) ,50.280076 ,18.698086 ,0 ,0 ,1 ,1000.2 ,48 ,1 ,25 ,39 ,51
789 ,Wed Dec 16 2020 11:28:26 GMT+0100 (GMT+01:00) ,50.28012 ,18.698072 ,0 ,0 ,0 ,1000.2 ,47 ,1 ,24 ,39 ,51
790 ,Wed Dec 16 2020 11:28:39 GMT+0100 (GMT+01:00) ,50.280128 ,18.69808 ,0 ,0 ,1 ,1000.22 ,47 ,1 ,22 ,35 ,47
791 ,Wed Dec 16 2020 11:28:54 GMT+0100 (GMT+01:00) ,50.280124 ,18.698082 ,0 ,0 ,0 ,1000.25 ,46 ,1 ,23 ,38 ,47
792 ,Wed Dec 16 2020 11:29:07 GMT+0100 (GMT+01:00) ,50.280124 ,18.698082 ,0 ,0 ,1 ,1000.24 ,48 ,1 ,27 ,44 ,58
793 ,Wed Dec 16 2020 11:29:11 GMT+0100 (GMT+01:00) ,50.280112 ,18.69808 ,0 ,0 ,1 ,1000.3 ,46 ,1 ,29 ,44 ,59
794 ,Wed Dec 16 2020 11:29:12 GMT+0100 (GMT+01:00) ,50.280112 ,18.69808 ,0 ,0 ,1 ,1000.3 ,46 ,1 ,29 ,44 ,59
795 ,Wed Dec 16 2020 11:29:23 GMT+0100 (GMT+01:00) ,50.280112 ,18.69808 ,0 ,0 ,1 ,1000.43 ,44 ,1 ,26 ,41 ,52
796 ,Wed Dec 16 2020 11:29:27 GMT+0100 (GMT+01:00) ,50.280116 ,18.698102 ,0 ,0 ,1 ,1000.41 ,46 ,1 ,26 ,40 ,49
797 ,Wed Dec 16 2020 11:29:28 GMT+0100 (GMT+01:00) ,50.280116 ,18.698102 ,0 ,0 ,1 ,1000.41 ,46 ,1 ,26 ,40 ,49
798 ,Wed Dec 16 2020 11:29:31 GMT+0100 (GMT+01:00) ,50.280116 ,18.698102 ,0 ,0 ,1 ,1000.37 ,44 ,1 ,27 ,39 ,49
799 ,Wed Dec 16 2020 11:29:56 GMT+0100 (GMT+01:00) ,50.280108 ,18.698092 ,0 ,0 ,1 ,1000.42 ,43 ,1 ,27 ,41 ,52
800 ,Wed Dec 16 2020 11:30:03 GMT+0100 (GMT+01:00) ,50.280108 ,18.698092 ,0 ,0 ,1 ,1000.4 ,44 ,1 ,26 ,40 ,50
801 ,Wed Dec 16 2020 11:30:28 GMT+0100 (GMT+01:00) ,50.280084 ,18.698126 ,0 ,0 ,1 ,1000.47 ,45 ,1 ,24 ,38 ,51
802 ,Wed Dec 16 2020 11:30:43 GMT+0100 (GMT+01:00) ,50.280088 ,18.69812 ,0 ,0 ,1 ,1000.43 ,43 ,1 ,24 ,36 ,48
803 ,Wed Dec 16 2020 11:31:00 GMT+0100 (GMT+01:00) ,50.2801 ,18.698114 ,0 ,0 ,1 ,1000.41 ,44 ,1 ,25 ,39 ,50
804 ,Wed Dec 16 2020 11:31:07 GMT+0100 (GMT+01:00) ,50.280116 ,18.698112 ,0 ,0 ,1 ,1000.42 ,42 ,1 ,24 ,37 ,45
805 ,Wed Dec 16 2020 11:31:52 GMT+0100 (GMT+01:00) ,50.280128 ,18.698128 ,0 ,0 ,1 ,1000.43 ,42 ,1 ,21 ,33 ,41
806 ,Wed Dec 16 2020 11:31:56 GMT+0100 (GMT+01:00) ,50.280124 ,18.698128 ,0 ,0 ,1 ,1000.45 ,42 ,1 ,22 ,33 ,43
807 ,Wed Dec 16 2020 11:31:57 GMT+0100 (GMT+01:00) ,50.280124 ,18.698128 ,0 ,0 ,1 ,1000.45 ,42 ,1 ,22 ,33 ,43
808 ,Wed Dec 16 2020 11:32:16 GMT+0100 (GMT+01:00) ,50.280116 ,18.698124 ,0 ,0 ,1 ,1000.49 ,43 ,1 ,20 ,35 ,39
809 ,Wed Dec 16 2020 11:32:33 GMT+0100 (GMT+01:00) ,50.280108 ,18.698122 ,0 ,0 ,1 ,1000.49 ,42 ,1 ,22 ,31 ,36
810 ,Wed Dec 16 2020 11:32:52 GMT+0100 (GMT+01:00) ,50.280096 ,18.698126 ,0 ,0 ,1 ,1000.49 ,43 ,1 ,23 ,34 ,44
811 ,Wed Dec 16 2020 11:33:21 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,12 ,43 ,1000.48 ,37 ,1 ,20 ,32 ,43
812 ,Wed Dec 16 2020 11:33:28 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,12 ,43 ,1000.52 ,35 ,1 ,20 ,29 ,35
813 ,Wed Dec 16 2020 11:33:39 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,12 ,44 ,1000.53 ,33 ,1 ,21 ,31 ,38
814 ,Wed Dec 16 2020 11:33:40 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,12 ,44 ,1000.53 ,33 ,1 ,21 ,31 ,38
815 ,Wed Dec 16 2020 11:33:59 GMT+0100 (GMT+01:00) ,50.280128 ,18.698124 ,0 ,12 ,43 ,1000.5 ,36 ,1 ,22 ,33 ,39
816 ,Wed Dec 16 2020 11:34:11 GMT+0100 (GMT+01:00) ,50.280128 ,18.698124 ,0 ,12 ,43 ,1000.47 ,34 ,1 ,21 ,32 ,41
817 ,Wed Dec 16 2020 11:34:12 GMT+0100 (GMT+01:00) ,50.280128 ,18.698124 ,0 ,12 ,43 ,1000.47 ,34 ,1 ,21 ,32 ,41
818 ,Wed Dec 16 2020 11:34:16 GMT+0100 (GMT+01:00) ,50.280132 ,18.698132 ,0 ,12 ,43 ,1000.46 ,34 ,1 ,22 ,33 ,45
819 ,Wed Dec 16 2020 11:34:25 GMT+0100 (GMT+01:00) ,50.280132 ,18.698132 ,0 ,11 ,43 ,1000.5 ,34 ,1 ,21 ,32 ,40
820 ,Wed Dec 16 2020 11:34:28 GMT+0100 (GMT+01:00) ,50.280132 ,18.698132 ,0 ,11 ,43 ,1000.45 ,33 ,1 ,22 ,32 ,42
821 ,Wed Dec 16 2020 11:34:37 GMT+0100 (GMT+01:00) ,50.280116 ,18.698144 ,0 ,11 ,43 ,1000.49 ,35 ,1 ,20 ,33 ,42
822 ,Wed Dec 16 2020 11:34:56 GMT+0100 (GMT+01:00) ,50.280104 ,18.698158 ,0 ,11 ,44 ,1000.48 ,37 ,1 ,20 ,32 ,41
823 ,Wed Dec 16 2020 11:34:57 GMT+0100 (GMT+01:00) ,50.280104 ,18.698158 ,0 ,11 ,44 ,1000.48 ,37 ,1 ,20 ,32 ,41
824 ,Wed Dec 16 2020 11:35:09 GMT+0100 (GMT+01:00) ,50.2801 ,18.698162 ,0 ,11 ,44 ,1000.43 ,34 ,1 ,21 ,32 ,39
825 ,Wed Dec 16 2020 11:35:30 GMT+0100 (GMT+01:00) ,50.280104 ,18.698152 ,0 ,11 ,44 ,1000.51 ,36 ,1 ,20 ,29 ,38
826 ,Wed Dec 16 2020 11:35:41 GMT+0100 (GMT+01:00) ,50.280096 ,18.698132 ,0 ,11 ,45 ,1000.53 ,35 ,1 ,19 ,30 ,40
827 ,Wed Dec 16 2020 11:36:14 GMT+0100 (GMT+01:00) ,50.280088 ,18.698142 ,0 ,11 ,46 ,1000.51 ,35 ,1 ,20 ,34 ,42
828 ,Wed Dec 16 2020 11:36:29 GMT+0100 (GMT+01:00) ,50.280084 ,18.69814 ,0 ,11 ,46 ,1000.49 ,36 ,1 ,20 ,33 ,40
829 ,Wed Dec 16 2020 11:37:06 GMT+0100 (GMT+01:00) ,50.2801 ,18.698124 ,0 ,11 ,47 ,1000.45 ,35 ,1 ,23 ,34 ,41
830 ,Wed Dec 16 2020 11:37:19 GMT+0100 (GMT+01:00) ,50.280104 ,18.69812 ,0 ,11 ,47 ,1000.47 ,36 ,1 ,21 ,31 ,32
831 ,Wed Dec 16 2020 11:37:22 GMT+0100 (GMT+01:00) ,50.280104 ,18.69812 ,0 ,11 ,46 ,1000.49 ,33 ,1 ,21 ,31 ,32
832 ,Wed Dec 16 2020 11:37:31 GMT+0100 (GMT+01:00) ,50.280104 ,18.69812 ,0 ,11 ,46 ,1000.52 ,33 ,1 ,23 ,33 ,41
833 ,Wed Dec 16 2020 11:37:54 GMT+0100 (GMT+01:00) ,50.280096 ,18.698126 ,0 ,11 ,46 ,1000.47 ,35 ,1 ,21 ,31 ,39
834 ,Wed Dec 16 2020 11:38:03 GMT+0100 (GMT+01:00) ,50.280096 ,18.698126 ,0 ,11 ,47 ,1000.44 ,33 ,1 ,22 ,32 ,39
835 ,Wed Dec 16 2020 11:38:16 GMT+0100 (GMT+01:00) ,50.280092 ,18.698128 ,0 ,11 ,47 ,1000.46 ,35 ,1 ,21 ,34 ,47
836 ,Wed Dec 16 2020 11:38:25 GMT+0100 (GMT+01:00) ,50.280092 ,18.698128 ,0 ,11 ,47 ,1000.45 ,35 ,1 ,21 ,33 ,47
837 ,Wed Dec 16 2020 11:38:36 GMT+0100 (GMT+01:00) ,50.280088 ,18.69813 ,0 ,11 ,46 ,1000.46 ,36 ,1 ,20 ,31 ,38
838 ,Wed Dec 16 2020 11:39:33 GMT+0100 (GMT+01:00) ,50.280088 ,18.698098 ,0 ,10 ,47 ,1000.44 ,33 ,1 ,21 ,31 ,36
839 ,Wed Dec 16 2020 11:39:36 GMT+0100 (GMT+01:00) ,50.280088 ,18.698094 ,0 ,10 ,47 ,1000.45 ,36 ,1 ,21 ,31 ,35
840 ,Wed Dec 16 2020 11:39:53 GMT+0100 (GMT+01:00) ,50.280088 ,18.698094 ,0 ,10 ,48 ,1000.44 ,35 ,1 ,20 ,26 ,35
841 ,Wed Dec 16 2020 11:40:01 GMT+0100 (GMT+01:00) ,50.280096 ,18.698082 ,0 ,10 ,48 ,1000.47 ,38 ,1 ,20 ,31 ,42
842 ,Wed Dec 16 2020 11:40:02 GMT+0100 (GMT+01:00) ,50.280096 ,18.698082 ,0 ,10 ,48 ,1000.47 ,38 ,1 ,20 ,31 ,42
843 ,Wed Dec 16 2020 11:40:10 GMT+0100 (GMT+01:00) ,50.280104 ,18.698074 ,0 ,10 ,48 ,1000.46 ,33 ,1 ,20 ,32 ,47
844 ,Wed Dec 16 2020 11:40:22 GMT+0100 (GMT+01:00) ,50.280104 ,18.698074 ,0 ,10 ,48 ,1000.46 ,35 ,1 ,19 ,29 ,41
845 ,Wed Dec 16 2020 11:40:26 GMT+0100 (GMT+01:00) ,50.280112 ,18.698074 ,0 ,10 ,47 ,1000.42 ,39 ,1 ,18 ,27 ,38
846 ,Wed Dec 16 2020 11:40:31 GMT+0100 (GMT+01:00) ,50.280112 ,18.698074 ,0 ,10 ,47 ,1000.43 ,38 ,1 ,18 ,28 ,33
847 ,Wed Dec 16 2020 11:41:02 GMT+0100 (GMT+01:00) ,50.280116 ,18.698072 ,0 ,10 ,48 ,1000.44 ,33 ,1 ,19 ,25 ,31
848 ,Wed Dec 16 2020 11:41:03 GMT+0100 (GMT+01:00) ,50.280116 ,18.698072 ,0 ,10 ,48 ,1000.44 ,33 ,1 ,19 ,25 ,31
849 ,Wed Dec 16 2020 11:41:19 GMT+0100 (GMT+01:00) ,50.280116 ,18.698072 ,0 ,10 ,47 ,1000.38 ,33 ,1 ,20 ,31 ,43
850 ,Wed Dec 16 2020 11:41:24 GMT+0100 (GMT+01:00) ,50.280116 ,18.698072 ,0 ,10 ,48 ,1000.45 ,33 ,1 ,19 ,31 ,42
851 ,Wed Dec 16 2020 11:41:31 GMT+0100 (GMT+01:00) ,50.280116 ,18.698072 ,0 ,10 ,48 ,1000.45 ,36 ,1 ,20 ,31 ,42
852 ,Wed Dec 16 2020 11:41:40 GMT+0100 (GMT+01:00) ,50.28012 ,18.698108 ,0 ,10 ,48 ,1000.46 ,33 ,1 ,20 ,29 ,37
853 ,Wed Dec 16 2020 11:42:01 GMT+0100 (GMT+01:00) ,50.280116 ,18.698108 ,0 ,10 ,48 ,1000.39 ,33 ,1 ,22 ,34 ,40
854 ,Wed Dec 16 2020 11:42:04 GMT+0100 (GMT+01:00) ,50.280116 ,18.698108 ,0 ,10 ,48 ,1000.41 ,33 ,1 ,21 ,34 ,40
855 ,Wed Dec 16 2020 11:42:13 GMT+0100 (GMT+01:00) ,50.280116 ,18.698108 ,0 ,10 ,48 ,1000.39 ,38 ,1 ,20 ,30 ,39
856 ,Wed Dec 16 2020 11:42:22 GMT+0100 (GMT+01:00) ,50.280124 ,18.698088 ,1 ,10 ,48 ,1000.43 ,36 ,1 ,20 ,32 ,36
857 ,Wed Dec 16 2020 11:42:49 GMT+0100 (GMT+01:00) ,50.280128 ,18.698076 ,1 ,10 ,49 ,1000.38 ,34 ,1 ,21 ,34 ,37
858 ,Wed Dec 16 2020 11:42:54 GMT+0100 (GMT+01:00) ,50.280128 ,18.698076 ,1 ,10 ,49 ,1000.42 ,33 ,1 ,20 ,33 ,42
859 ,Wed Dec 16 2020 11:43:06 GMT+0100 (GMT+01:00) ,50.280128 ,18.69807 ,1 ,10 ,50 ,1000.51 ,33 ,1 ,20 ,31 ,38
860 ,Wed Dec 16 2020 11:43:07 GMT+0100 (GMT+01:00) ,50.280128 ,18.69807 ,1 ,10 ,50 ,1000.51 ,33 ,1 ,20 ,31 ,38
861 ,Wed Dec 16 2020 11:43:10 GMT+0100 (GMT+01:00) ,50.280132 ,18.698072 ,1 ,10 ,50 ,1000.42 ,33 ,1 ,21 ,33 ,39
862 ,Wed Dec 16 2020 11:43:14 GMT+0100 (GMT+01:00) ,50.280132 ,18.698074 ,1 ,10 ,49 ,1000.48 ,32 ,1 ,21 ,32 ,40
863 ,Wed Dec 16 2020 11:43:15 GMT+0100 (GMT+01:00) ,50.280132 ,18.698074 ,1 ,10 ,49 ,1000.48 ,32 ,1 ,21 ,32 ,40
864 ,Wed Dec 16 2020 11:43:19 GMT+0100 (GMT+01:00) ,50.280132 ,18.698076 ,1 ,10 ,49 ,1000.47 ,33 ,1 ,21 ,32 ,39
865 ,Wed Dec 16 2020 11:43:23 GMT+0100 (GMT+01:00) ,50.280132 ,18.698076 ,1 ,10 ,49 ,1000.47 ,36 ,1 ,19 ,31 ,36
866 ,Wed Dec 16 2020 11:43:27 GMT+0100 (GMT+01:00) ,50.280132 ,18.698076 ,1 ,10 ,49 ,1000.42 ,36 ,1 ,19 ,30 ,33
867 ,Wed Dec 16 2020 11:43:28 GMT+0100 (GMT+01:00) ,50.280132 ,18.698076 ,1 ,10 ,49 ,1000.42 ,36 ,1 ,19 ,30 ,33
868 ,Wed Dec 16 2020 11:43:48 GMT+0100 (GMT+01:00) ,50.280132 ,18.69808 ,1 ,10 ,49 ,1000.45 ,36 ,1 ,19 ,30 ,36
869 ,Wed Dec 16 2020 11:43:59 GMT+0100 (GMT+01:00) ,50.280132 ,18.698094 ,1 ,10 ,49 ,1000.41 ,35 ,1 ,20 ,30 ,34
870 ,Wed Dec 16 2020 11:44:00 GMT+0100 (GMT+01:00) ,50.280132 ,18.698094 ,1 ,10 ,49 ,1000.41 ,35 ,1 ,20 ,30 ,34
871 ,Wed Dec 16 2020 11:44:04 GMT+0100 (GMT+01:00) ,50.280132 ,18.698106 ,1 ,10 ,50 ,1000.36 ,33 ,1 ,20 ,29 ,36
872 ,Wed Dec 16 2020 11:44:33 GMT+0100 (GMT+01:00) ,50.280124 ,18.69812 ,1 ,10 ,49 ,1000.43 ,33 ,1 ,20 ,29 ,34
873 ,Wed Dec 16 2020 11:44:38 GMT+0100 (GMT+01:00) ,50.280124 ,18.69812 ,1 ,10 ,49 ,1000.44 ,32 ,1 ,19 ,30 ,37
874 ,Wed Dec 16 2020 11:44:57 GMT+0100 (GMT+01:00) ,50.280124 ,18.698112 ,1 ,9 ,51 ,1000.41 ,36 ,1 ,21 ,32 ,42
875 ,Wed Dec 16 2020 11:45:34 GMT+0100 (GMT+01:00) ,50.28012 ,18.698102 ,1 ,9 ,51 ,1000.37 ,33 ,1 ,21 ,32 ,39
876 ,Wed Dec 16 2020 11:45:41 GMT+0100 (GMT+01:00) ,50.28012 ,18.698102 ,1 ,9 ,51 ,1000.42 ,33 ,1 ,21 ,32 ,41
877 ,Wed Dec 16 2020 11:45:50 GMT+0100 (GMT+01:00) ,50.280124 ,18.698094 ,1 ,9 ,51 ,1000.42 ,34 ,1 ,18 ,32 ,40
878 ,Wed Dec 16 2020 11:45:55 GMT+0100 (GMT+01:00) ,50.280124 ,18.698094 ,1 ,10 ,51 ,1000.31 ,34 ,1 ,18 ,30 ,39
879 ,Wed Dec 16 2020 11:45:59 GMT+0100 (GMT+01:00) ,50.280124 ,18.698094 ,1 ,10 ,51 ,1000.4 ,34 ,1 ,22 ,34 ,44
880 ,Wed Dec 16 2020 11:46:00 GMT+0100 (GMT+01:00) ,50.280124 ,18.698094 ,1 ,10 ,51 ,1000.4 ,34 ,1 ,22 ,34 ,44
881 ,Wed Dec 16 2020 11:46:27 GMT+0100 (GMT+01:00) ,50.280132 ,18.69808 ,1 ,10 ,51 ,1000.42 ,33 ,1 ,21 ,33 ,45
882 ,Wed Dec 16 2020 11:46:31 GMT+0100 (GMT+01:00) ,50.280132 ,18.69808 ,1 ,10 ,51 ,1000.31 ,33 ,1 ,21 ,32 ,42
883 ,Wed Dec 16 2020 11:46:32 GMT+0100 (GMT+01:00) ,50.280132 ,18.69808 ,1 ,10 ,51 ,1000.31 ,33 ,1 ,21 ,32 ,42
884 ,Wed Dec 16 2020 11:46:44 GMT+0100 (GMT+01:00) ,50.28012 ,18.698084 ,1 ,10 ,51 ,1000.44 ,36 ,1 ,21 ,33 ,40
885 ,Wed Dec 16 2020 11:46:45 GMT+0100 (GMT+01:00) ,50.28012 ,18.698084 ,1 ,10 ,51 ,1000.44 ,36 ,1 ,21 ,33 ,40
886 ,Wed Dec 16 2020 11:47:13 GMT+0100 (GMT+01:00) ,50.280116 ,18.698092 ,1 ,10 ,50 ,1000.42 ,36 ,1 ,17 ,29 ,34
887 ,Wed Dec 16 2020 11:47:16 GMT+0100 (GMT+01:00) ,50.28012 ,18.698092 ,1 ,10 ,50 ,1000.43 ,33 ,1 ,17 ,31 ,34
888 ,Wed Dec 16 2020 11:47:17 GMT+0100 (GMT+01:00) ,50.28012 ,18.698092 ,1 ,10 ,50 ,1000.43 ,33 ,1 ,17 ,31 ,34
889 ,Wed Dec 16 2020 11:47:37 GMT+0100 (GMT+01:00) ,50.280124 ,18.698088 ,1 ,10 ,50 ,1000.4 ,33 ,1 ,18 ,26 ,31
890 ,Wed Dec 16 2020 11:47:46 GMT+0100 (GMT+01:00) ,50.28014 ,18.69807 ,1 ,10 ,50 ,1000.37 ,33 ,1 ,23 ,36 ,43
891 ,Wed Dec 16 2020 11:47:49 GMT+0100 (GMT+01:00) ,50.28014 ,18.69807 ,1 ,10 ,50 ,1000.44 ,35 ,1 ,21 ,38 ,45
892 ,Wed Dec 16 2020 11:48:18 GMT+0100 (GMT+01:00) ,50.280152 ,18.698066 ,1 ,10 ,50 ,1000.33 ,36 ,1 ,20 ,28 ,32
893 ,Wed Dec 16 2020 11:48:43 GMT+0100 (GMT+01:00) ,50.280152 ,18.698066 ,1 ,10 ,50 ,1000.41 ,36 ,1 ,19 ,32 ,41
894 ,Wed Dec 16 2020 11:48:48 GMT+0100 (GMT+01:00) ,50.280164 ,18.698064 ,1 ,10 ,51 ,1000.39 ,32 ,1 ,20 ,34 ,44
895 ,Wed Dec 16 2020 11:48:51 GMT+0100 (GMT+01:00) ,50.280168 ,18.698066 ,1 ,10 ,50 ,1000.41 ,38 ,1 ,20 ,34 ,44
896 ,Wed Dec 16 2020 11:49:20 GMT+0100 (GMT+01:00) ,50.280172 ,18.698068 ,1 ,10 ,50 ,1000.39 ,31 ,1 ,17 ,28 ,37
897 ,Wed Dec 16 2020 11:49:56 GMT+0100 (GMT+01:00) ,50.280152 ,18.698042 ,1 ,10 ,50 ,1000.35 ,31 ,1 ,21 ,34 ,42
898 ,Wed Dec 16 2020 11:49:57 GMT+0100 (GMT+01:00) ,50.280152 ,18.698042 ,1 ,10 ,50 ,1000.35 ,31 ,1 ,21 ,34 ,42
899 ,Wed Dec 16 2020 11:50:00 GMT+0100 (GMT+01:00) ,50.280152 ,18.698046 ,1 ,10 ,50 ,1000.31 ,33 ,1 ,20 ,34 ,41
900 ,Wed Dec 16 2020 11:50:21 GMT+0100 (GMT+01:00) ,50.280176 ,18.69805 ,1 ,10 ,50 ,1000.32 ,31 ,1 ,19 ,29 ,34
901 ,Wed Dec 16 2020 11:50:45 GMT+0100 (GMT+01:00) ,50.280184 ,18.698056 ,1 ,10 ,50 ,1000.38 ,37 ,1 ,19 ,31 ,36
902 ,Wed Dec 16 2020 11:50:46 GMT+0100 (GMT+01:00) ,50.280184 ,18.698056 ,1 ,10 ,50 ,1000.38 ,37 ,1 ,19 ,31 ,36
903 ,Wed Dec 16 2020 11:51:17 GMT+0100 (GMT+01:00) ,50.280176 ,18.698066 ,1 ,10 ,51 ,1000.34 ,31 ,1 ,20 ,31 ,34
904 ,Wed Dec 16 2020 11:51:49 GMT+0100 (GMT+01:00) ,50.280148 ,18.69808 ,1 ,9 ,52 ,1000.44 ,32 ,1 ,20 ,35 ,41
905 ,Wed Dec 16 2020 11:51:50 GMT+0100 (GMT+01:00) ,50.280148 ,18.69808 ,1 ,9 ,52 ,1000.44 ,32 ,1 ,20 ,35 ,41
906 ,Wed Dec 16 2020 11:52:09 GMT+0100 (GMT+01:00) ,50.280148 ,18.698078 ,1 ,9 ,52 ,1000.35 ,32 ,1 ,20 ,32 ,39
907 ,Wed Dec 16 2020 11:52:37 GMT+0100 (GMT+01:00) ,50.280132 ,18.698074 ,1 ,9 ,52 ,1000.37 ,32 ,1 ,21 ,30 ,36
908 ,Wed Dec 16 2020 11:52:38 GMT+0100 (GMT+01:00) ,50.280132 ,18.698074 ,1 ,9 ,52 ,1000.37 ,32 ,1 ,21 ,30 ,36
909 ,Wed Dec 16 2020 11:53:01 GMT+0100 (GMT+01:00) ,50.280132 ,18.698064 ,1 ,9 ,53 ,1000.4 ,33 ,1 ,20 ,28 ,38
910 ,Wed Dec 16 2020 11:53:06 GMT+0100 (GMT+01:00) ,50.280132 ,18.698064 ,1 ,9 ,53 ,1000.47 ,35 ,1 ,21 ,29 ,37
911 ,Wed Dec 16 2020 11:53:17 GMT+0100 (GMT+01:00) ,50.280156 ,18.698054 ,1 ,0 ,0 ,1000.47 ,32 ,1 ,19 ,28 ,32
912 ,Wed Dec 16 2020 11:53:38 GMT+0100 (GMT+01:00) ,50.280172 ,18.698062 ,1 ,9 ,54 ,1000.46 ,31 ,1 ,21 ,30 ,37
913 ,Wed Dec 16 2020 11:53:42 GMT+0100 (GMT+01:00) ,50.28018 ,18.698074 ,1 ,9 ,53 ,1000.41 ,33 ,1 ,20 ,32 ,41
914 ,Wed Dec 16 2020 11:53:43 GMT+0100 (GMT+01:00) ,50.28018 ,18.698074 ,1 ,9 ,53 ,1000.41 ,33 ,1 ,20 ,32 ,41
915 ,Wed Dec 16 2020 11:54:30 GMT+0100 (GMT+01:00) ,50.28014 ,18.698096 ,1 ,9 ,54 ,1000.4 ,35 ,1 ,17 ,27 ,35
916 ,Wed Dec 16 2020 11:54:46 GMT+0100 (GMT+01:00) ,50.28014 ,18.69811 ,1 ,9 ,54 ,1000.44 ,33 ,1 ,19 ,30 ,37
917 ,Wed Dec 16 2020 11:54:47 GMT+0100 (GMT+01:00) ,50.28014 ,18.69811 ,1 ,9 ,54 ,1000.44 ,33 ,1 ,19 ,30 ,37
918 ,Wed Dec 16 2020 11:54:51 GMT+0100 (GMT+01:00) ,50.280144 ,18.698114 ,1 ,8 ,54 ,1000.43 ,33 ,1 ,19 ,30 ,34
919 ,Wed Dec 16 2020 11:54:54 GMT+0100 (GMT+01:00) ,50.280144 ,18.698114 ,1 ,8 ,55 ,1000.45 ,32 ,1 ,19 ,32 ,34
920 ,Wed Dec 16 2020 11:54:55 GMT+0100 (GMT+01:00) ,50.280144 ,18.698114 ,1 ,8 ,55 ,1000.45 ,32 ,1 ,19 ,32 ,34
921 ,Wed Dec 16 2020 11:54:59 GMT+0100 (GMT+01:00) ,50.280144 ,18.698114 ,1 ,8 ,54 ,1000.39 ,33 ,1 ,19 ,30 ,32
922 ,Wed Dec 16 2020 11:55:51 GMT+0100 (GMT+01:00) ,50.28014 ,18.698118 ,1 ,9 ,54 ,1000.48 ,35 ,1 ,22 ,29 ,33
923 ,Wed Dec 16 2020 11:56:15 GMT+0100 (GMT+01:00) ,50.28014 ,18.698118 ,1 ,8 ,55 ,1000.43 ,33 ,1 ,16 ,28 ,34
924 ,Wed Dec 16 2020 11:56:16 GMT+0100 (GMT+01:00) ,50.28014 ,18.698118 ,1 ,8 ,55 ,1000.43 ,33 ,1 ,16 ,28 ,34
925 ,Wed Dec 16 2020 11:56:24 GMT+0100 (GMT+01:00) ,50.280156 ,18.698124 ,1 ,9 ,55 ,1000.34 ,33 ,1 ,21 ,34 ,39
926 ,Wed Dec 16 2020 11:56:43 GMT+0100 (GMT+01:00) ,50.280152 ,18.69811 ,1 ,9 ,55 ,1000.47 ,33 ,1 ,18 ,28 ,35
927 ,Wed Dec 16 2020 11:56:44 GMT+0100 (GMT+01:00) ,50.280152 ,18.69811 ,1 ,9 ,55 ,1000.47 ,33 ,1 ,18 ,28 ,35
928 ,Wed Dec 16 2020 11:57:44 GMT+0100 (GMT+01:00) ,50.280132 ,18.698082 ,1 ,9 ,54 ,1000.45 ,33 ,1 ,21 ,34 ,39
929 ,Wed Dec 16 2020 11:57:57 GMT+0100 (GMT+01:00) ,50.280136 ,18.698072 ,1 ,9 ,54 ,1000.4 ,33 ,1 ,21 ,35 ,43
930 ,Wed Dec 16 2020 11:58:04 GMT+0100 (GMT+01:00) ,50.280132 ,18.69807 ,1 ,9 ,53 ,1000.36 ,33 ,1 ,18 ,33 ,44
931 ,Wed Dec 16 2020 11:58:13 GMT+0100 (GMT+01:00) ,50.280132 ,18.698068 ,1 ,9 ,53 ,1000.43 ,32 ,1 ,19 ,30 ,30
932 ,Wed Dec 16 2020 11:58:36 GMT+0100 (GMT+01:00) ,50.28014 ,18.69807 ,1 ,9 ,53 ,1000.39 ,33 ,1 ,21 ,36 ,43
933 ,Wed Dec 16 2020 11:59:01 GMT+0100 (GMT+01:00) ,50.280136 ,18.69807 ,1 ,9 ,53 ,1000.38 ,33 ,1 ,22 ,33 ,44
934 ,Wed Dec 16 2020 11:59:06 GMT+0100 (GMT+01:00) ,50.280136 ,18.69807 ,1 ,9 ,53 ,1000.36 ,33 ,1 ,20 ,33 ,37
935 ,Wed Dec 16 2020 11:59:21 GMT+0100 (GMT+01:00) ,50.280124 ,18.698062 ,1 ,9 ,53 ,1000.38 ,33 ,1 ,19 ,30 ,40
936 ,Wed Dec 16 2020 11:59:34 GMT+0100 (GMT+01:00) ,50.280104 ,18.698058 ,1 ,9 ,53 ,1000.42 ,33 ,1 ,18 ,27 ,33
937 ,Wed Dec 16 2020 11:59:49 GMT+0100 (GMT+01:00) ,50.2801 ,18.69805 ,1 ,9 ,53 ,1000.39 ,33 ,1 ,19 ,31 ,39
938 ,Wed Dec 16 2020 12:00:06 GMT+0100 (GMT+01:00) ,50.2801 ,18.698052 ,1 ,9 ,53 ,1000.39 ,33 ,1 ,18 ,28 ,36
